entity,dbpedia
Q1024667,Hazaribagh
Q1024708,Kohila_Parish
Q1024713,Orava_Parish
Q1024728,Wangaratta
Q1024747,Cabaret_Voltaire_(band)
Q1024825,Chindians
Q1024900,Pontypridd
Q1024911,Welshpool
Q1024917,Downpatrick
Q102496,Parish
Q1025,Mauritania
Q1025016,"Cooperstown,_New_York"
Q1025065,"Sleepy_Hollow,_New_York"
Q1025076,"Keswick,_Cumbria"
Q1025096,Caddyshack_II
Q1025106,Universal_Republic_Records
Q1025118,Cadence_Records
Q1025149,"Cadillac,_Michigan"
Q1025174,Veriora_Parish
Q1025186,Cadillac_Fairview
Q1025255,We_the_Kings
Q1025266,Pathanamthitta
Q1025282,Cadlinidae
Q1025283,Hambantota
Q1025333,"Ripon,_Wisconsin"
Q1025341,Cadw
Q1025371,Caedmon%27s_Call
Q1025401,"Scarborough,_Ontario"
Q1025408,Ernakulam
Q1025421,K%C3%B6%C5%9Fk
Q1025475,"Jaunpur,_Uttar_Pradesh"
Q102551,Ernest_Borgnine
Q1025587,"Grafton,_New_South_Wales"
Q1025593,East_Ham
Q1025602,Dungannon
Q1025637,"Rantoul,_Illinois"
Q1025649,"Worcester,_South_Africa"
Q1025781,"Hollidaysburg,_Pennsylvania"
Q1025791,"Jim_Thorpe,_Pennsylvania"
Q1025794,"Somerset,_Pennsylvania"
Q1025797,"Clarion,_Pennsylvania"
Q1025811,"South_River,_New_Jersey"
Q102585,Johann_Gottlieb_Fichte
Q1025919,Machine_Shop_Records
Q1025928,All_I_Ever_Wanted_(album)
Q1025962,Cairns_Region
Q1025990,"Merritt,_British_Columbia"
Q1025995,"Wilkesboro,_North_Carolina"
Q1026,Polish_people
Q1026008,"Washington,_North_Carolina"
Q1026019,"Mount_Gilead,_Ohio"
Q10260402,Cophomantella
Q10260708,Corpo_a_Corpo
Q10260777,Correbia
Q1026087,Cajun_accordion
Q1026089,Cajun_music
Q10261,Pythagoras
Q1026100,Lhasa
Q10261234,Cotana
Q10261631,Cristiano_Ara%C3%BAjo
Q1026182,Shepherd%27s_Bush
Q1026184,"Redcliffe,_Queensland"
Q1026188,"Sisseton,_South_Dakota"
Q1026206,Calais_RUFC
Q1026217,Calameae
Q1026324,SS_Chieti_Calcio
Q102642,Diane_Keaton
Q1026420,Sandton
Q10264453,David_Warren_(director)
Q1026448,Calderdale
Q1026460,Buriram
Q1026491,Caldonia
Q1026493,Salve_Jorge
Q1026503,TVP_HD
Q1026563,Caledon_Shipbuilding_%26_Engineering_Company
Q1026567,"Steinbach,_Manitoba"
Q1026582,Caledonian_MacBrayne
Q1026612,Mystic_Production
Q1026616,Jhang
Q1026640,Wincanton
Q1026652,Calexico_(band)
Q1026679,Calgary_Stampeders
Q1026685,"Wellington,_Somerset"
Q1026686,Calgary_Tigers
Q1026699,Devizes
Q102673,Gazprom
Q1026779,"Castlegar,_British_Columbia"
Q1026789,"Lawrenceburg,_Indiana"
Q1026804,California_College_of_the_Arts
Q1026810,Paul_Revere_%26_the_Raiders
Q1026811,California_Dreamin%27
Q1026823,Saved_by_the_Bell
Q1026827,California_Institute_of_the_Arts
Q1026829,"Redfern,_New_South_Wales"
Q1026846,"California_Polytechnic_State_University,_San_Luis_Obispo"
Q102686,Hermeneutics
Q1026868,"California_State_Polytechnic_University,_Pomona"
Q1026885,Haveri
Q1026909,"California_State_University,_Dominguez_Hills"
Q1026912,"California_State_University,_Chico"
Q1026919,"California_State_University,_Fresno"
Q10269204,Dysspastus
Q1026925,"California_State_University,_Fullerton"
Q1026926,"California_State_University,_Long_Beach"
Q1026932,"California_State_University,_Los_Angeles"
Q1026939,"California_State_University,_Northridge"
Q1026941,"California_State_University,_Sacramento"
Q1026955,California_Victory
Q1026964,"Windsor,_New_South_Wales"
Q1026976,"Sale,_Victoria"
Q10269885,Eagle_Riders
Q1027,Mauritius
Q1027018,Tela
Q1027082,Svrljig
Q1027105,"Woodbury,_New_Jersey"
Q102711,Dennis_Hopper
Q1027118,"Pratapgarh,_Uttar_Pradesh"
Q1027127,Shoreditch
Q1027131,"Normanton,_West_Yorkshire"
Q1027134,"Newport,_Shropshire"
Q1027153,Yusufeli
Q1027163,"Oak_Park,_Michigan"
Q1027165,Three_6_Mafia
Q102720,Hertha_BSC
Q1027200,Calle_13_(band)
Q102728,Ypres
Q1027291,Vryburg
Q1027294,"Newcastle,_KwaZulu-Natal"
Q10273002,Enolmis
Q1027313,Calliostomatidae
Q10273276,Epichostis
Q10273304,Epimactis
Q10273556,Eretmocera
Q1027521,"Ermelo,_South_Africa"
Q1027551,Nash_Edgerton
Q1027619,Just_Can%27t_Get_Enough_(Depeche_Mode_song)
Q1027634,Kapuskasing
Q1027659,Strabane
Q1027662,Gallatin_Range
Q1027675,Got_to_Give_It_Up
Q102778,Ctenophora
Q1027800,"Pottsville,_Pennsylvania"
Q1027823,"Paddington,_New_South_Wales"
Q10278250,Eupselia
Q10278253,Eupterote
Q1027829,Teardrop_(song)
Q1027830,Gotland
Q10278371,Eutorna
Q1027853,Calyptraeidae
Q1027879,Graphics
Q10278941,Eyes_That_See_in_the_Dark
Q1027898,"Smithfield,_Rhode_Island"
Q10279075,Fox_Movies_(Portuguese_TV_channel)
Q1027924,Cam_Severson
Q1027951,"Warren,_Rhode_Island"
Q1027996,"Tiverton,_Rhode_Island"
Q1027999,Vocal_trance
Q1028,Morocco
Q1028007,Grave_(band)
Q1028012,"Billancourt,_Somme"
Q1028023,"Westerly,_Rhode_Island"
Q1028058,"Dawson,_Georgia"
Q1028061,"Grundy,_Virginia"
Q1028089,Green_Carnation
Q102813,Yul_Brynner
Q10281320,Fernando_Diniz
Q10281431,Fernando_Marchiori
Q1028144,"Vienna,_Georgia"
Q1028151,"Crossville,_Tennessee"
Q10282,Pamplona
Q102822,Jacobus_Henricus_van_%27t_Hoff
Q102823,Kurt_Heuser
Q1028247,Battle_of_Groix
Q1028261,"Cambridge,_New_Zealand"
Q1028279,"Cambridge,_Ontario"
Q10282791,Flor_do_Caribe
Q1028284,Groundation
Q102830,Frederick_Soddy
Q10283114,Fl%C3%A1vio_Venturini
Q1028408,"Camden,_New_South_Wales"
Q1028495,Camelot_(TV_series)
Q1028507,Comatulida
Q102851,Boethius
Q1028538,Maca%C3%A9_Esporte_Futebol_Clube
Q1028545,Associa%C3%A7%C3%A3o_Desportiva_Recreativa_e_Cultural_Icasa
Q1028561,Guild_Guitar_Company
Q1028565,Camera_Obscura_(band)
Q10286,CA_Osasuna
Q1028601,Verdine_White
Q10287,Manuel_Valls
Q10288399,Garrha
Q10288921,Geoplaninae
Q1028894,Aeolidioidea
Q1028918,Camila_(band)
Q1029,Mozambique
Q1029010,Guy_Chambers
Q10290132,Dezhgan_Rural_District
Q10290217,Glyphidocera
Q1029032,Luverdense_Esporte_Clube
Q1029041,Tupi_Football_Club
Q1029050,Duque_de_Caxias_Futebol_Clube
Q10290515,Gonioterma
Q10290516,Gonionota
Q102911,Holland
Q1029113,Louis_Henry_Davies
Q1029135,Nettwerk
Q1029174,"Powell,_Wyoming"
Q1029196,Ocypodidae
Q10292215,Ali_Tajvidi
Q1029258,Tanjong_Pagar_United_FC
Q1029276,Fantasy_Flight_Games
Q102932,Avant-garde
Q1029339,Delhi_Metro_Rail_Corporation
Q10293704,Hanna-Barbera%27s_50th:_A_Yabba_Dabba_Doo_Celebration
Q10294040,Hassle_Records
Q10294207,Chang_San-cheng
Q10294537,Hello_(Ice_Cube_song)
Q1029467,Kevin_Clash
Q10295000,Herbulotiana
Q1029503,Marine_Corps_Air_Station_Miramar
Q1029504,University_of_National_and_World_Economy
Q1029506,Camilo_Sesto
Q10296131,Mojo_Records
Q1029627,Laniarius
Q1029631,Cammell_Laird
Q1029671,Gymnothorax
Q10296830,Azadegan_Expressway
Q10296950,Siyahu_Rural_District
Q10296952,Tazian_Rural_District
Q10296953,Kangan_Rural_District
Q10296983,Ali_Jamal_Rural_District
Q10297715,Hit_%27Em_High_(The_Monstars%27_Anthem)
Q10297941,Homaloxestis
Q10298671,Howie_Tee
Q1029876,"Greybull,_Wyoming"
Q1029882,"Lovell,_Wyoming"
Q10298933,Hunslet_Engine_Company
Q1029905,Mandy_Santos
Q1029982,Peter_Bosz
Q1030,Namibia
Q10300,Rayo_Vallecano
Q1030044,Quinnipiac_University
Q103011,Corinth
Q10301318,Manfred_Wong
Q10301418,RLJ_Entertainment
Q1030184,"Concord,_North_Carolina"
Q1030305,University_of_Prince_Edward_Island
Q10303521,Ira!
Q10304508,Tick
Q1030465,John_Russell_(actor)
Q10305,Zaragoza
Q1030509,"Campbell_River,_British_Columbia"
Q1030568,"Campbellton,_New_Brunswick"
Q10306650,Jennifer_Finch
Q1030713,Another_World_(TV_series)
Q1030723,The_88
Q1030738,Marine_Corps_Air_Station_New_River
Q103076,Screenplay
Q1030765,Glen_MacWilliams
Q10307893,John_Shiban
Q10308,Real_Zaragoza
Q1030814,Big_tent
Q1030862,Michel_Brault
Q10308621,Josh_Rand
Q1030918,Malappuram_district
Q1030927,Camper_Van_Beethoven
Q103093,V%C3%A4stra_G%C3%B6taland_County
Q1030972,Sunset_Beach_(TV_series)
Q1031,France_Pre%C5%A1eren
Q1031053,The_Monkees_(TV_series)
Q103114,Michel_Houellebecq
Q1031192,Campinense_Clube
Q1031200,Portland_Timbers
Q10312046,Jo%C3%A3o_Penca_e_Seus_Miquinhos_Amestrados
Q1031228,National_Health
Q10312754,Japanese_Canadians
Q10313,San_Sebasti%C3%A1n
Q1031307,S.C._Freamunde
Q1031338,Earthless
Q1031340,Mark_Linkous
Q1031386,Russian_Ground_Forces
Q1031448,Campo_de_Cari%C3%B1ena
Q10315,Real_Sociedad
Q1031544,Campoo
Q103157,Kurt_Russell
Q1031594,Marine_Corps_Air_Station_Cherry_Point
Q103169,Red_algae
Q10317,Fraubrunnen
Q10317493,Lepidogma
Q10317621,Lethata
Q10317689,Leucoptera_(moth)
Q1031818,Canwest
Q10318381,Liminha_(musician)
Q10319,Real_Valladolid
Q1031929,HK_Dukla_Tren%C4%8D%C3%ADn
Q10319771,Lori_Carson
Q10319888,Louco_por_Elas
Q1031994,Canada_Gairdner_International_Award
Q1032,Niger
Q1032023,Stuart_Wilson_(actor)
Q1032048,Canadian_Association_of_Research_Libraries
Q10320573,Lalehzar_District
Q103217,Cz%C4%99stochowa
Q10321784,Milajerd_District
Q10321788,Lu%C3%ADs_do_Rego_Barreto
Q103219,Pontedera
Q1032191,Canadian_Labour_Congress
Q10322333,MC_Guim%C3%AA
Q10322773,Machimia
Q10322873,Central_District_(Mahallat_County)
Q10322896,Zalian_District
Q10322918,Kharqan_District
Q10323093,Kalat_District_(Iran)
Q10323233,Central_District_(Kermanshah_County)
Q10323361,Shoaybiyeh_District
Q10323601,Kavirat_District
Q10323756,Sorkhrud_District
Q1032384,Canadian_Vickers
Q10323928,Rud_Ab_District_(Narmashir_County)
Q10323949,Shahdad_District
Q10323967,Mahan_District
Q10323985,Kuhsaran_District
Q10324001,Jebalbarez-e_Jonubi_District
Q10324021,Esmaili_District
Q1032403,Dave_Brock
Q1032444,Sestao_Sport_Club
Q10324441,Miyan_Velayat_District
Q10324591,Marzdaran_District
Q1032473,El_Trece
Q10324749,Karaftu_District
Q10324936,Kahrizak_District
Q10325005,Jolgeh_Shoqan_District
Q10325023,Sarhad_District
Q10325034,Marcello_Troisi
Q10325052,Mud_District
Q103251,Macedonia_(region)
Q10325178,Marcelo_Veiga
Q1032540,Canal%2B
Q1032544,Hail_of_Bullets
Q10328226,Megacraspedus
Q1032888,Cancer_(band)
Q1032890,Cancer_Bats
Q10329,Sevilla_FC
Q10329107,Music_of_the_Metal_Gear_series
Q10329184,Methylobacterium
Q10329486,Michel_Hugo
Q1032998,Samuel_S._Cox
Q1033,Nigeria
Q1033016,Halle_Berry
Q1033045,K.F.C._Verbroedering_Geel
Q1033047,Candlebox
Q1033073,Candombe
Q1033188,Earl_Sweatshirt
Q10332197,Moodring
Q10333,Valencia_CF
Q1033335,Canisius_University
Q1033349,Categor%C3%ADa_Primera_A
Q10334026,Mustilia
Q10334176,Myrrh_Records
Q103343,Jennifer_Connelly
Q1033470,Hana_to_Yume
Q10336388,Nesopupa
Q1033656,Hans_Alfredson
Q10336619,Next_Friday_(soundtrack)
Q10336689,"Nice_to_Meet_You,_Walden_Schmidt"
Q1033692,Santa_Monica_College
Q1033861,"Canton,_Connecticut"
Q10338821,O_Canto_da_Sereia
Q10339,Venaria_Reale
Q1033978,Canvey_Island
Q1034,Biel/Bienne
Q10340265,Odites
Q10340901,Once_Dead
Q10341,Jegenstorf
Q1034128,Harry_Guardino
Q1034291,Cape_Breton_Regional_Municipality
Q1034410,Municipality_of_Braslov%C4%8De
Q1034544,Hawk_Nelson
Q1034596,Capercaillie_(band)
Q10346114,Patrick_Loubert
Q1034646,HLN_(TV_network)
Q1034647,Headley_Grange
Q1034654,Capital_One
Q10346582,Paulo_Fonseca
Q10348425,Pitcairnia_subg._Pepinia
Q1035,Charles_Darwin
Q1035077,Captain_%26_Tennille
Q1035095,Captain_Beyond
Q1035098,Buzz_Lightyear_of_Star_Command
Q1035109,Captain_Hollywood_Project
Q1035127,Captain_N:_The_Game_Master
Q1035129,Captain_Oi!_Records
Q1035150,Captain_Scarlet_and_the_Mysterons
Q1035151,Captain_Sensible
Q1035235,Cap%27n_Jazz
Q1035273,Car_Nicobar
Q1035297,Carabobo_F.C.
Q10353,AlunaGeorge
Q1035332,Caracol_Televisi%C3%B3n
Q10354159,Procometis
Q10354962,Harold_Pender_Award
Q103550,The_Velvet_Underground
Q10355302,Psilocorsis
Q10355315,Psittacastis
Q1035550,Carbonized
Q1035695,Hero:_108
Q1035697,Cardiacs
Q1035745,Cardiff_University
Q103578,Macaulay_Culkin
Q10358595,15th_Infantry_Regiment_(Portugal)
Q10358745,Para%C3%ADba_Valley_and_North_Coast_metropolitan_area
Q10359250,Renascer
Q1035944,Carey_Bell
Q1035958,Carey_Wilson_(writer)
Q1036,Uganda
Q10360001,Retrato_de_familia_(TV_series)
Q1036027,Cargo_Records_(UK)
Q1036035,CargoNet
Q1036056,Cargill
Q1036094,Hi_Hi_Puffy_AmiYumi
Q1036127,Caribou%E2%80%93Targhee_National_Forest
Q1036131,Dan_Snaith
Q10363340,Roberto_Fonseca_(footballer)
Q1036439,Hillsong_United
Q103646,Ron_Howard
Q1036470,Kwansei_Gakuin_University
Q103651,Glenn_Miller
Q103659,Sk%C3%A5ne_County
Q10366321,Sony_SAB
Q103665,Junior_Eurovision_Song_Contest
Q103672,J%C3%B6nk%C3%B6ping_County
Q1036723,Jim_Anderton
Q1036763,University_of_Chicago_Law_School
Q103679,J%C3%A4mtland_County
Q103686,Norrbotten_County
Q103691,Halland_County
Q103699,G%C3%A4vleborg_County
Q1036992,Skive_IK
Q1037,Rwanda
Q103707,Kalmar_County
Q103717,Rovaniemi
Q103725,Hafnarfj%C3%B6r%C3%B0ur
Q1037259,TV2_(Hungarian_TV_channel)
Q10372656,Maring%C3%A1_Futebol_Clube
Q10372854,Society%27s_Finest
Q10372985,Solace_(band)
Q103732,Dalarna_County
Q103738,Gotland_County
Q10374149,Stenoma
Q10374807,Sunbow_Entertainment
Q10375463,Symmoca
Q103767,Charlie_Parker
Q1037693,Modern_rock
Q103774,Ravi_Shankar
Q1037763,Hollywood_Rose
Q1037771,Tamio_Okuda
Q1037787,Jun_Shibata
Q103784,Donald_Sutherland
Q1037848,Carl_Foreman
Q103788,Mervyn_LeRoy
Q10379491,Jim_McIntyre_(footballer)
Q10379553,Paul_Simpson_(footballer)
Q1037974,Holstebro_Boldklub
Q10379999,"John_Coleman_(footballer,_born_1962)"
Q103801,East_Prussia
Q1038047,Irish_Army
Q1038051,Shin%27etsu_Main_Line
Q1038113,Lobster
Q10382558,Timocratica
Q10382568,Timyra
Q10383,AD_Alcorc%C3%B3n
Q10383183,Tonica_(moth)
Q103835,Peter_Debye
Q1038375,Carl_Gottlieb
Q1038418,Jinsha_River
Q1038440,Jeff_VanderMeer
Q103846,Groucho_Marx
Q10385027,"Groton,_Connecticut"
Q1038705,Claudio_Amendola
Q10387537,Nathan_Jones_(Welsh_footballer)
Q103876,Peter_O%27Toole
Q1038771,Jay_and_the_Americans
Q10387761,Universal_Music_Australia
Q10387910,Bahia_State_University
Q10388266,Urodeta
Q10389,Bandung
Q103892,Zabrze
Q103894,Alec_Guinness
Q1039,S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe
Q10390,John_McCain
Q1039003,Carl_Jefferson
Q103906,Hans_Jacoby
Q10391630,Vin%C3%ADcius_Eutr%C3%B3pio
Q103917,Steven_Soderbergh
Q10392,Bekasi
Q10393,Bogor
Q1039367,Carl_Laemmle_Jr.
Q103939,Charlie_Sheen
Q10394,Cimahi
Q1039432,Diplomat_Records
Q103946,Kiefer_Sutherland
Q103949,Buster_Keaton
Q10395,Cirebon
Q10395035,Zero_(Brazilian_band)
Q1039595,Tomokazu_Miura
Q1039641,Logro%C3%B1%C3%A9s_CF
Q1039694,The_Real_Hustle
Q10397,Sukabumi
Q10398667,Monstercat
Q1039969,Carl_Otto_Bartning
Q1039997,Coreopsideae
Q1040,Karlsruhe
Q10400,Almer%C3%ADa
Q104000,Lauren_Bacall
Q1040186,Carl_Radle
Q10402,Oberallg%C3%A4u
Q1040240,Franco_Rossi_(director)
Q104027,Kirk_Douglas
Q104036,Ventspils
Q1040407,Stig_Olin
Q1040450,Guerrilla_Cambridge
Q1040452,Hatsune_Okumura
Q104049,Sidney_Poitier
Q10405,Ostallg%C3%A4u
Q1040537,Carl_Schultz
Q1040593,Billie_Hughes
Q104061,Steve_Buscemi
Q1040617,Carl_Sigman
Q1040629,Laemophloeidae
Q1040657,Carl_Smith_(musician)
Q104067,Eli_Wallach
Q1040688,Flatt_and_Scruggs
Q10407,UD_Almer%C3%ADa
Q1040719,Lleida_Esportiu
Q1040761,Key_Sounds_Label
Q1040783,Carl_%22Alfalfa%22_Switzer
Q1040798,Rossano_Brazzi
Q10408,Unterallg%C3%A4u
Q104081,Mickey_Rooney
Q1040822,Ron_Browz
Q1040839,Love_Psychedelico
Q1040910,Sahamongkol_Film_International
Q1040924,Jacksonian_democracy
Q104095,Molde
Q1041,Senegal
Q1041034,Lecrae
Q104109,Mary_Pickford
Q10411035,Ancylistes
Q1041144,BME_Recordings
Q10412,G%C3%BCnzburg_(district)
Q104125,Lucena
Q104127,Douglas_Fairbanks
Q1041320,Ubisoft_Paris
Q1041341,RBX
Q10414,Augsburg_(district)
Q104146,Deborah_Kerr
Q10415,Aichach-Friedberg
Q1041527,Lando_Buzzanca
Q104157,Cities_of_the_Philippines
Q1041593,Kent_Tong
Q1041641,Mar%C3%ADa_Isabel_(1997_TV_series)
Q1041671,Carleton_College
Q10417,Dillingen_(district)
Q1041700,Jimmy_Crespo
Q1041737,Carleton_University
Q1041744,Kiyoshiro_Imawano
Q10418,Donau-Ries
Q104183,Lillian_Gish
Q1041885,Wallander_(British_TV_series)
Q104190,Robert_Walpole
Q1041942,Retaria
Q1042,Seychelles
Q1042001,Polynesians
Q1042021,Jean-Marie_Poir%C3%A9
Q10420696,Asterinaceae
Q10421,Amberg-Sulzbach
Q1042148,Panna_Rittikrai
Q1042234,Jag_Panzer
Q104231,Stockholm_County
Q1042321,Coraz%C3%B3n_salvaje_(1993_TV_series)
Q10424,Cham_(district)
Q1042446,Synchronized_swimming_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_team
Q1042465,Carlo_Rustichelli
Q1042468,Kutless
Q1042498,Hunter_Hayes
Q1042512,Carlo_Siliotto
Q104257,%C3%96rebro_County
Q104266,Mel_Brooks
Q1042799,Carlos_Carvalhal
Q1042829,FC_Taraz
Q10429,Regensburg_(district)
Q1043,Carl_Linnaeus
Q104302,Chorz%C3%B3w
Q1043061,Carlos_McKinney
Q1043096,Liberal_conservatism
Q10431,Hof_(district)
Q10431301,Simon_Wormull
Q104319,Seventh-day_Adventist_Church
Q104326,Jean-Michel_Jarre
Q10433007,Paul_Wheeler_(footballer)
Q1043326,"East_Village,_Manhattan"
Q104340,Harold_Lloyd
Q1043446,Rasina_District
Q1043454,Carlton_Palmer
Q104358,Billie_Holiday
Q10436033,Bromma
Q1043626,Carmen_Boni
Q1043631,Murtala_Muhammed_International_Airport
Q1043650,Mamou_Region
Q1043657,"River_Dee,_Wales"
Q104372,Doris_Day
Q10437741,Bungalo_Records
Q104379,Vads%C3%B8
Q1043824,Carmine_Infantino
Q1043877,Carnage_(band)
Q1043886,Carnal_Forge
Q10439,Bayreuth_(district)
Q104392,Mohamed_Naguib
Q1043930,Fissurellidae
Q10439365,Martin_Kovachev
Q1044,Sierra_Leone
Q104400,Hamar_Municipality
Q1044059,Carnival_Corporation_%26_plc
Q1044168,World_TeamTennis
Q1044183,Carol_Littleton
Q1044291,Carolco_Pictures
Q104437,Yukon_River
Q1044384,The_Carolina_Chocolate_Drops
Q10444,Bamberg_(district)
Q1044425,North_Carolina_FC
Q1044478,Shoot_%27em_up
Q10444865,ITV_Central
Q10445,Forchheim_(district)
Q1044536,Restoration_(Spain)
Q10445951,Ceratophyllus
Q104461,Heinrich_Scholz
Q1044610,Caroline%27s_Spine
Q1044635,Bewitched
Q1044640,MC_Alger
Q1044651,Vegalta_Sendai
Q10447,Erlangen-H%C3%B6chstadt
Q1044808,"Newburgh,_New_York"
Q1044814,"Sunnyside,_Washington"
Q1044889,Peter_Coates
Q10449,N%C3%BCrnberger_Land
Q104499,Planetary_science
Q1045,Somalia
Q1045096,South_Kensington
Q104514,Adrien_Brody
Q104520,Pomerania
Q1045202,Western_Mass_Pioneers
Q10453,Wei%C3%9Fenburg-Gunzenhausen
Q1045310,North_Point
Q1045344,The_Learning_Company
Q10454,Ansbach_(district)
Q1045420,Kamaishi_Line
Q1045443,Carson_Robison
Q1045517,Wonderwall
Q1045524,Montedio_Yamagata
Q1045541,G-funk
Q1045602,Carsten_Lakies
Q1045611,Callichthyidae
Q10457032,Colletotrichum
Q1045743,Space:_1999
Q1045752,Phoenix_(band)
Q10458,W%C3%BCrzburg_(district)
Q1045811,FC_Dordrecht
Q1045827,Cartel_(band)
Q1045828,University_of_East_Anglia
Q1045834,Monomorium
Q1045845,Lead_vocalist
Q1045879,Carter_Glass
Q10459,Kitzingen_(district)
Q1046066,Fueled_by_Ramen
Q10461,Schweinfurt_(district)
Q1046126,"Eastern_Province,_Sri_Lanka"
Q10462,Ha%C3%9Fberge_(district)
Q1046211,Cary_Bates
Q104625,Far_East_Movement
Q1046329,"Nugal,_Somalia"
Q1046367,Shandong_Taishan_F.C.
Q1046440,Casa_Pia_A.C.
Q1046445,Tampa_Bay_Rowdies
Q1046463,Casa_Ricordi
Q10465,Rh%C3%B6n-Grabfeld
Q1046593,Gearbox_Software
Q10466,Bad_Kissingen_(district)
Q1046612,Tom_Chaplin
Q1046616,Tim_Rice-Oxley
Q104667,Eugen_Kl%C3%B6pfer
Q1046673,District_of_Mitrovica
Q10467,FC_Barcelona_Atl%C3%A8tic
Q1046707,Casablanca_Records
Q10467145,David_Bryson
Q1046717,Paint_It_Black
Q1046755,Don_Mueang_International_Airport
Q1046768,M%C3%BAsica_popular_brasileira
Q1046777,Progressive_Party_(Iceland)
Q1046788,Eroge
Q104680,Colonel
Q1046801,Turntablism
Q1046862,ColecoVision
Q1046935,Desulfurococcales
Q1046939,Raith_Rovers_F.C.
Q1046947,Royal_Marines
Q1047,Jawaharlal_Nehru
Q104705,Umaru_Musa_Yar%27Adua
Q1047060,Case_Western_Reserve_University
Q104712,Elbl%C4%85g
Q104720,Zielona_G%C3%B3ra
Q10472107,Didymellaceae
Q1047230,Casey_Kasem
Q104725,P%C5%82ock
Q1047293,"University_of_California,_Santa_Cruz"
Q104731,Gorz%C3%B3w_Wielkopolski
Q1047317,Cash_Cash
Q1047366,Cash_Money_Records
Q10474,Kelheim_(district)
Q104740,Radom
Q1047410,Walt_Disney_Animation_Studios
Q104746,Kronoberg_County
Q1047474,Brendon_Urie
Q10475,Landshut_(district)
Q1047508,Our_Lady_Peace
Q1047516,Sega_CD
Q1047535,Kyoto_Sanga_FC
Q104761,Bayer_04_Leverkusen
Q1047682,Asian_and_Pacific_theatre_of_World_War_I
Q10477,Rottal-Inn
Q104770,1._FC_K%C3%B6ln
Q1047729,Casiopea
Q1047788,Caspa
Q104791,Ed_Harris
Q1047959,Doll_Domination
Q1048,Julius_Caesar
Q1048007,K%C3%B8ge_Boldklub
Q1048139,Kolubara_District
Q1048184,Toplica_District
Q104819,Malus
Q1048192,New_Zealand_Labour_Party
Q10482,Straubing-Bogen
Q1048219,Waikato_River
Q104825,Talpidae
Q1048260,Thankful_(Kelly_Clarkson_album)
Q1048363,Party_of_Five
Q1048429,Cassius_(band)
Q104843,Cruiser
Q1048439,Traffic_(band)
Q1048545,Moro_people
Q1048626,Lincoln_University_(New_Zealand)
Q1048646,Midnattsol
Q104866,Rudolf_Biebrach
Q1048669,Latium
Q10487,Freyung-Grafenau
Q1048700,Sibu
Q1048757,El_Paso_Patriots
Q104877,V%C3%A4sterbotten_County
Q1048849,Kolkata_Metro
Q1048851,Yeshiva_University
Q1048856,All_in_the_Family
Q1048898,University_of_Vermont
Q10489,Passau_(district)
Q1048902,Pitcher
Q10489087,Eskilstuna_United_DFF
Q104891,V%C3%A4sternorrland_County
Q1048987,The_Notting_Hillbillies
Q1049,Sudan
Q10490,Ayrton_Senna
Q10491,Eichst%C3%A4tt_(district)
Q1049145,The_Spencer_Davis_Group
Q1049171,England_national_under-18_football_team
Q1049176,England_national_under-20_football_team
Q1049208,Erste_Liga_(ice_hockey)
Q104926,Uppsala_County
Q1049293,Honey_(Mariah_Carey_song)
Q1049334,United_States_Army_Corps_of_Engineers
Q1049345,Casting_Crowns
Q10494,Alain_Prost
Q104940,%C3%96sterg%C3%B6tland_County
Q1049466,Trachiniformes
Q1049470,University_of_Waterloo
Q1049502,Hudson_Soft
Q1049555,Feeder_(band)
Q1049580,Tony_Soprano
Q1049620,Gasolina
Q1049625,Musical_improvisation
Q10497,Freising_(district)
Q1049703,ECW_Heat_Wave
Q1049706,"South_Brisbane,_Queensland"
Q1049852,Sponge_cake
Q10499,C%C3%B3rdoba_CF
Q1049919,Brunellia
Q1049929,Por_tu_amor
Q104994,"Los_Angeles_County,_California"
Q1049945,Jacobite_rising_of_1745
Q1050,Eswatini
Q1050023,Casual_game
Q1050042,Narayanhiti_Palace
Q1050078,Western_Carolina_University
Q1050088,Cat_Anderson
Q10501,Nigel_Mansell
Q105013,Frederick_William_I_of_Prussia
Q1050268,Simurq_PIK
Q1050305,Confirmed_Dead
Q1050331,R.W.D.M._Brussels_F.C.
Q105037,Callao
Q1050407,Troidini
Q1050423,Scincomorpha
Q1050456,Catatonia_(band)
Q1050475,Western_Area
Q105048,S%C5%82upsk
Q1050489,Catch_22_(band)
Q1050497,"Eastern_Province,_Sierra_Leone"
Q1050499,Coldrain
Q1050516,Firehose_(band)
Q1050567,Computer-aided_engineering
Q1050571,Catcher
Q105060,Sosnowiec
Q1050603,Deadwood_(TV_series)
Q1050627,NK_Nafta_Lendava
Q105068,Mari_Kiviniemi
Q105075,V%C3%A4stmanland_County
Q1050826,Greater_Los_Angeles
Q1050831,We_Can_Work_It_Out
Q105084,Gliwice
Q1050878,Cathedral_(band)
Q10509,Elche
Q1050951,Catherine_Crook_de_Camp
Q1050999,Turkish_invasion_of_Cyprus
Q1051013,Paris_FC
Q105112,Swedish_Social_Democratic_Party
Q1051147,Enyimba_F.C.
Q1051161,Cathy%27s_Clown_(The_Everly_Brothers_song)
Q1051164,Coton_Sport_FC_de_Garoua
Q105118,Sidney_Sheldon
Q1051182,Nick_Cave_and_the_Bad_Seeds
